WHO region,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,24,2022-06-13T04:00:00.000Z,10629,9362,,,1394,,,1394,14,,,14,1408,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,25,2022-06-20T04:00:00.000Z,10459,9058,,,1756,,,1756,4,,,4,1760,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,26,2022-06-27T04:00:00.000Z,9438,8177,,,1764,,,1764,1,,,1,1765,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,27,2022-07-04T04:00:00.000Z,9532,8316,,,1901,,,1901,10,,,10,1911,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,28,2022-07-11T04:00:00.000Z,8838,7645,,,1837,,,1837,8,,,8,1845,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,29,2022-07-18T04:00:00.000Z,8717,7705,,,1584,,,1584,11,,,11,1595,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,30,2022-07-25T04:00:00.000Z,8417,7559,,,1452,,,1452,14,,,14,1466,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,31,2022-08-01T04:00:00.000Z,8586,7671,,,1393,,,1393,10,,,10,1403,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,32,2022-08-08T04:00:00.000Z,8606,7620,,,1331,,,1331,10,,,10,1341,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,33,2022-08-15T04:00:00.000Z,8609,7609,,,1130,,,1130,9,,,9,1139,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,34,2022-08-22T04:00:00.000Z,8591,7820,,,973,,,973,5,,,5,978,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,35,2022-08-29T04:00:00.000Z,9808,9780,,,727,,,727,9,,,9,736,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,36,2022-09-05T04:00:00.000Z,10414,10381,,,658,,,658,14,,,14,672,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,37,2022-09-12T04:00:00.000Z,10066,10000,,,677,,,677,5,,,5,682,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,38,2022-09-19T04:00:00.000Z,10645,10527,,,561,,,561,1,,,1,562,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,39,2022-09-26T04:00:00.000Z,10690,10566,,,682,,,682,3,,,3,685,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,40,2022-10-03T04:00:00.000Z,11761,11625,,,601,,,601,1,,,1,602,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,41,2022-10-10T04:00:00.000Z,12979,12739,,2,585,,,587,6,,,6,593,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,42,2022-10-17T04:00:00.000Z,12758,12453,,,598,,,598,1,,,1,599,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,43,2022-10-24T04:00:00.000Z,12826,12667,,2,575,,,577,,,,,577,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,44,2022-10-31T04:00:00.000Z,12414,11934,,,457,,,457,20,,,20,477,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,45,2022-11-07T05:00:00.000Z,11886,11315,,,458,,,458,,,,,458,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,46,2022-11-14T05:00:00.000Z,10981,10412,,1,390,,,391,,,,,391,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,47,2022-11-21T05:00:00.000Z,10086,9254,,,378,,,378,1,,,1,379,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,48,2022-11-28T05:00:00.000Z,9324,8516,,,380,,,380,4,,,4,384,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,49,2022-12-05T05:00:00.000Z,9935,9289,,,400,,,400,2,,,2,402,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,50,2022-12-12T05:00:00.000Z,9894,9503,,,247,,,247,,,,,247,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,51,2022-12-19T05:00:00.000Z,10737,10386,,,57,,,57,,,,,57,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,52,2022-12-26T05:00:00.000Z,12606,12295,,,19,,,19,,,,,19,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,1,2023-01-02T05:00:00.000Z,12737,12493,,,17,,,17,,,,,17,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,2,2023-01-09T05:00:00.000Z,12990,12851,,,24,,,24,1,,,1,25,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,3,2023-01-16T05:00:00.000Z,11699,11168,,,11,,,11,,,,,11,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,4,2023-01-23T05:00:00.000Z,12084,11810,,8,36,,,44,1,,,1,45,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,5,2023-01-30T05:00:00.000Z,13273,12937,,13,33,,,46,4,,,4,50,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,6,2023-02-06T05:00:00.000Z,14505,14080,,239,226,,,465,7,,,7,472,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,7,2023-02-13T05:00:00.000Z,16741,16298,,2078,461,,,2539,7,,,7,2546,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,8,2023-02-20T05:00:00.000Z,22932,22336,,6176,1773,,,7949,18,,,18,7967,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,9,2023-02-27T05:00:00.000Z,28961,28442,,10262,3664,,,13926,15,,,15,13941,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,10,2023-03-06T05:00:00.000Z,28103,27595,,10575,4406,,,14981,14,,,14,14995,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,11,2023-03-13T04:00:00.000Z,27261,26459,,10201,4232,,,14433,1,,,1,14434,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,12,2023-03-20T04:00:00.000Z,25134,24284,,9629,4176,,,13805,,,,,13805,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,13,2023-03-27T04:00:00.000Z,25076,24648,,9032,3681,,,12713,5,,,5,12718,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,14,2023-04-03T04:00:00.000Z,22019,21678,,6728,2954,,,9682,9,,,9,9691,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,15,2023-04-10T04:00:00.000Z,21265,21062,,4719,2285,,,7004,6,,,6,7010,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,16,2023-04-17T04:00:00.000Z,22989,22652,,3896,2023,,,5919,25,,,25,5944,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,17,2023-04-24T04:00:00.000Z,22652,22221,,2524,1315,,,3839,15,,,15,3854,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,18,2023-05-01T04:00:00.000Z,25401,24990,,1334,893,,,2227,13,,,13,2240,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,19,2023-05-08T04:00:00.000Z,25631,25239,,685,465,,,1150,10,,,10,1160,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,20,2023-05-15T04:00:00.000Z,24802,24453,,256,226,,,482,14,,,14,496,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,21,2023-05-22T04:00:00.000Z,24600,24204,,117,127,,,244,7,,,7,251,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,22,2023-05-29T04:00:00.000Z,24830,24499,,72,91,,,163,1,,,1,164,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,23,2023-06-05T04:00:00.000Z,23954,23597,,38,57,,,95,5,,,5,100,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,24,2023-06-12T04:00:00.000Z,23833,23345,,16,29,,,45,15,,,15,60,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,25,2023-06-19T04:00:00.000Z,23412,23216,,7,34,,,41,8,,,8,49,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,26,2023-06-26T04:00:00.000Z,23784,23445,,15,43,,,58,7,,,7,65,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,27,2023-07-03T04:00:00.000Z,24497,24130,,18,73,,,91,8,,,8,99,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,28,2023-07-10T04:00:00.000Z,24131,23823,,9,97,,,106,24,,,24,130,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,29,2023-07-17T04:00:00.000Z,23906,23517,,16,140,,,156,21,,,21,177,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,30,2023-07-24T04:00:00.000Z,24379,13962,,22,223,,,245,16,,,16,261,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,31,2023-07-31T04:00:00.000Z,25175,24704,,17,279,,,296,33,,,33,329,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,32,2023-08-07T04:00:00.000Z,25367,25041,,19,354,,,373,36,,,36,409,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,33,2023-08-14T04:00:00.000Z,26813,26390,,25,390,,,415,36,,,36,451,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,34,2023-08-21T04:00:00.000Z,28698,28253,,21,469,,,490,57,,,57,547,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,35,2023-08-28T04:00:00.000Z,27881,27508,,16,462,,,478,62,,,62,540,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,36,2023-09-04T04:00:00.000Z,29661,29406,,15,566,,,581,106,,,106,687,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,37,2023-09-11T04:00:00.000Z,30168,29888,,19,691,,,710,141,,2,143,853,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,38,2023-09-18T04:00:00.000Z,30682,30298,,23,887,,,910,201,,2,203,1113,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2023,39,2023-09-25T04:00:00.000Z,25304,24129,,23,664,,,687,181,,1,182,869,,4
